id,word
637,el
637,taqueria
638,vaca
638,bar
638,la
638,margarita
639,restaurant
639,royal
639,thai
640,express
640,pizza
640,reggio's
641,jimmy
641,john's
642,kathmandu
642,-
642,momo
642,station
642,chicago
643,cafe
643,beograd
644,a
644,take
644,eats
644,bao
645,bulldog
645,brewing
645,co
646,outpost
646,heritage
647,-
647,anmol
647,chicago
647,restaurant
648,chi
648,tung
649,port
649,the
649,submarine
650,bamboo
650,lucky
651,wendy's
652,1chop
652,suey
653,peggy
653,museum
653,nature
653,notebaert
654,tablas
654,colombian
654,steakhouse
654,las
655,sushi
655,mon
656,chicago
656,cafe
656,rolling
657,j.p.
657,graziano
657,grocery
658,grande
658,taqueria
658,casa
659,taqueria
659,los
659,amigos
660,teddy
660,bear
660,lounge
661,nugget
661,golden
662,tacos
662,chepe's
663,kee
663,ken
664,table
664,mable's
665,grill
665,asadores
665,mexican
665,los
666,grill
666,asadores
666,mexican
666,los
667,moroccan
667,restaurant
667,shokran
668,guadalupana
668,taqueria
668,la
669,jack's
669,&
669,fred
670,court
670,cafe
671,edelweiss
671,tavern
672,bakery
672,lost
672,larson
673,stan's
673,donuts
673,&
673,coffee
674,kitchen
674,salud
675,rj
675,grunts
676,schwa
677,tandoor
677,char
677,house
678,grill
678,jubilee
678,&
678,juice
679,el
679,cid
680,van
680,and
680,til
680,strack
681,tacos
681,locos
682,home
682,depot
682,@
682,dog
682,hot
683,grill
683,outdoor
684,restaurant
684,bar
684,volo
684,wine
685,5
685,taqueria
685,rabanitos
685,restaurante
685,and
686,yolks
686,4
687,soul
687,food
687,jamison's
688,grille
688,&
688,foundation
688,tavern
689,g's
689,pizza
689,big
690,best
690,jimmy's
691,sather
691,&
691,restaurant
691,ann
691,catering
692,art
692,pizza
692,cafe
693,sur
693,bodega
694,attock
694,submarine
695,lebanon
695,taste
695,restaurant
695,of
696,basket
696,food
696,j&z
697,ruby's
697,food
697,fast
698,lopez
698,birrieria
699,track's
699,restaurant
699,end
700,restaurant
700,thai
700,real
701,grill
701,maxwell's
701,charcoal
702,site
702,state
702,pullman
702,historic
703,ride
703,slide
703,the
704,spot
704,foodie's
704,the
705,kitchen
705,andy's
705,thai
706,figo
706,bar
706,wine
707,brunchery
707,and
707,frances'
707,deli
708,service
708,galla
708,coffee
709,buenos
709,deli
709,aires
710,grill
710,1inc
710,mexican
710,aztlan
711,monica
711,santa
711,summer
711,house
712,gaijin
713,corrales
713,los
714,pizza
714,capri's
715,supermarket
715,martinez
716,passion
716,house
716,cafe
717,la
717,vida
717,catering
718,kimmykakes
718,bakery
718,&
718,cafe
719,restaurant
719,siam
719,na
719,thai
720,polish
720,food
720,tasty
721,sip
721,and
721,donuts
721,dip
722,palace
722,cedar
723,bar
723,wrap
723,the
724,restaurant
724,lamp
724,china
725,chiquito
725,ricon
725,el
726,pizza
726,durango's
727,cuban
727,fusion
727,1492
728,-
728,jackson
728,giordano's
729,restaurant
729,turquoise
730,park
730,jackson
731,food
